id_postulante,correo,num_telefono,nombres,apellidos,nota_postulacion,opcion_1,politica_cuotas,vulnerable,cuadro_honor,pueblo_nacionalidad,titulo_superior
P0565,pedro565@mail.com,0993992235,Pedro,Gomez,660,AD1,NO,NO,SI,NO,NO
P0566,ana566@mail.com,0980656968,Ana,Lopez,896,IS1,NO,NO,NO,NO,NO
P0567,ana567@mail.com,0971169318,Ana,Vera,701,AR1,SI,NO,NO,NO,NO
P0568,rosa568@mail.com,0979425550,Rosa,Torres,710,PS1,NO,NO,NO,NO,NO
P0569,maria569@mail.com,0917965566,Maria,Cedeño,997,AD1,NO,NO,NO,NO,NO
P0570,juan570@mail.com,0962244862,Juan,Lopez,999,IS3,NO,NO,SI,NO,NO
P0571,pedro571@mail.com,0941310229,Pedro,Garcia,839,DE1,NO,NO,NO,NO,NO
P0572,lucia572@mail.com,0965876153,Lucia,Zambrano,694,IS1,NO,NO,SI,NO,NO
P0573,miguel573@mail.com,0932149889,Miguel,Garcia,659,AR1,NO,NO,NO,NO,NO
P0574,pedro574@mail.com,0964211113,Pedro,Perez,844,DE1,NO,SI,NO,NO,NO
P0575,ana575@mail.com,0952654786,Ana,Garcia,656,CO2,NO,NO,NO,NO,NO
P0576,maria576@mail.com,0995244196,Maria,Mendoza,704,AD2,NO,NO,NO,NO,NO
P0577,sofia577@mail.com,0969579368,Sofia,Mendoza,805,ME1,NO,NO,SI,NO,NO
P0578,rosa578@mail.com,0946258320,Rosa,Torres,943,IS2,NO,NO,SI,NO,NO
P0579,rosa579@mail.com,0943286783,Rosa,Zambrano,910,EN1,NO,NO,NO,NO,NO
P0580,rosa580@mail.com,0923247828,Rosa,Torres,971,IS1,NO,NO,NO,NO,NO
P0581,miguel581@mail.com,0981962993,Miguel,Torres,986,EN1,NO,SI,NO,NO,NO
P0582,rosa582@mail.com,0979482544,Rosa,Vera,887,AD2,SI,NO,NO,NO,NO
P0583,pedro583@mail.com,0976907079,Pedro,Lopez,729,CO2,NO,NO,NO,NO,NO
P0584,maria584@mail.com,0971332941,Maria,Lopez,910,AD1,SI,NO,NO,NO,NO
P0585,luis585@mail.com,0959280807,Luis,Cedeño,788,EN1,SI,NO,NO,NO,NO
P0586,luis586@mail.com,0981799450,Luis,Gomez,948,AR1,NO,NO,NO,NO,NO
P0587,maria587@mail.com,0947870694,Maria,Lopez,779,IS2,NO,NO,NO,NO,NO
P0588,miguel588@mail.com,0945382188,Miguel,Gomez,750,PS1,NO,NO,NO,NO,NO
P0589,carlos589@mail.com,0948053335,Carlos,Cedeño,841,DE1,SI,NO,NO,NO,NO
P0590,maria590@mail.com,0954016688,Maria,Lopez,959,IS2,NO,NO,NO,NO,NO
P0591,pedro591@mail.com,0947657836,Pedro,Torres,867,EC1,NO,NO,NO,NO,NO
P0592,luis592@mail.com,0940824534,Luis,Lopez,751,IS1,NO,NO,NO,SI,NO
P0593,rosa593@mail.com,0929719369,Rosa,Vera,779,DE1,NO,NO,NO,NO,NO
P0594,pedro594@mail.com,0976481654,Pedro,Torres,899,AR1,NO,NO,NO,NO,NO
P0595,lucia595@mail.com,0938125614,Lucia,Lopez,780,PS1,SI,SI,NO,NO,SI
P0596,carlos596@mail.com,0949454282,Carlos,Castro,778,CO2,NO,NO,NO,NO,NO
P0597,rosa597@mail.com,0975574386,Rosa,Vera,707,AD2,NO,NO,SI,NO,NO
P0598,pedro598@mail.com,0970694170,Pedro,Castro,864,AD1,NO,NO,SI,NO,NO
P0599,luis599@mail.com,0964187795,Luis,Lopez,796,IS1,NO,NO,NO,NO,NO
P0600,rosa600@mail.com,0995868149,Rosa,Vera,865,PS1,NO,NO,NO,NO,NO
P0601,luis601@mail.com,0949269620,Luis,Lopez,713,IS3,NO,SI,NO,NO,NO
P0602,pedro602@mail.com,0924748465,Pedro,Mendoza,706,CO1,NO,NO,NO,NO,NO
P0603,miguel603@mail.com,0964364137,Miguel,Mendoza,792,IS2,NO,NO,NO,NO,NO
P0604,ana604@mail.com,0997538232,Ana,Mendoza,794,IS3,NO,NO,NO,NO,NO
P0605,sofia605@mail.com,0918048251,Sofia,Garcia,660,AD2,NO,NO,NO,NO,NO
P0606,maria606@mail.com,0968832458,Maria,Garcia,974,AR1,NO,NO,NO,NO,NO
P0607,carlos607@mail.com,0922606515,Carlos,Lopez,674,ME1,NO,NO,NO,NO,NO
P0608,juan608@mail.com,0992533858,Juan,Garcia,967,AR1,NO,NO,NO,NO,NO
P0609,lucia609@mail.com,0998122836,Lucia,Mendoza,702,DE1,NO,NO,NO,NO,NO
P0610,ana610@mail.com,0983288246,Ana,Zambrano,810,CO1,NO,NO,NO,NO,NO
P0611,lucia611@mail.com,0984502206,Lucia,Perez,795,DE1,NO,NO,NO,NO,NO
P0612,pedro612@mail.com,0938812805,Pedro,Vera,928,IS1,NO,NO,SI,NO,NO
P0613,luis613@mail.com,0965688265,Luis,Vera,989,AR1,NO,NO,NO,NO,NO
P0614,ana614@mail.com,0979149122,Ana,Gomez,962,IS2,NO,NO,SI,NO,NO
P0615,carlos615@mail.com,0962660279,Carlos,Vera,1000,ME1,NO,NO,NO,NO,NO
P0616,maria616@mail.com,0949556156,Maria,Castro,713,ME1,NO,SI,NO,NO,NO
P0617,rosa617@mail.com,0934062737,Rosa,Castro,798,CO2,NO,NO,NO,NO,NO
P0618,sofia618@mail.com,0957971471,Sofia,Lopez,737,IS3,NO,NO,NO,NO,NO
P0619,lucia619@mail.com,0952792371,Lucia,Gomez,668,AD1,NO,NO,NO,NO,NO
P0620,rosa620@mail.com,0987583488,Rosa,Mendoza,948,PS1,NO,SI,NO,NO,NO
P0621,rosa621@mail.com,0918350322,Rosa,Zambrano,973,IS3,NO,NO,NO,SI,SI
P0622,miguel622@mail.com,0950556975,Miguel,Perez,706,PS1,NO,NO,NO,NO,NO
P0623,maria623@mail.com,0948936322,Maria,Garcia,809,CO1,NO,NO,NO,NO,NO
P0624,luis624@mail.com,0974504979,Luis,Castro,841,AD1,NO,NO,NO,NO,NO
P0625,miguel625@mail.com,0917271646,Miguel,Zambrano,778,EN1,NO,NO,NO,NO,NO
P0626,carlos626@mail.com,0973381654,Carlos,Perez,795,CO2,SI,NO,NO,NO,NO
P0627,carlos627@mail.com,0935103194,Carlos,Torres,715,DE1,NO,NO,NO,NO,NO
P0628,ana628@mail.com,0963057168,Ana,Vera,785,IS2,NO,NO,NO,NO,NO
P0629,luis629@mail.com,0922252887,Luis,Perez,732,CO1,NO,NO,NO,NO,NO
P0630,carlos630@mail.com,0971097937,Carlos,Garcia,947,MA1,NO,NO,SI,NO,NO
P0631,ana631@mail.com,0923906009,Ana,Garcia,664,IS2,NO,NO,NO,SI,NO
P0632,pedro632@mail.com,0929930007,Pedro,Garcia,832,PS1,NO,NO,NO,NO,SI
P0633,pedro633@mail.com,0993516840,Pedro,Zambrano,892,EN1,NO,NO,NO,NO,NO
P0634,juan634@mail.com,0930741745,Juan,Cedeño,688,IN1,NO,NO,NO,NO,NO
P0635,ana635@mail.com,0920224595,Ana,Castro,930,EN1,NO,SI,NO,NO,NO
P0636,rosa636@mail.com,0929360375,Rosa,Garcia,975,IS2,NO,NO,NO,NO,NO
P0637,luis637@mail.com,0963250944,Luis,Vera,718,AR1,NO,NO,NO,NO,NO
P0638,sofia638@mail.com,0913158816,Sofia,Garcia,871,IS1,NO,NO,NO,NO,NO
P0639,miguel639@mail.com,0998842939,Miguel,Garcia,699,ME1,NO,NO,NO,NO,NO
P0640,rosa640@mail.com,0947574011,Rosa,Gomez,758,IS1,NO,NO,NO,NO,NO
P0641,juan641@mail.com,0949827885,Juan,Vera,914,AD1,NO,NO,NO,NO,NO
P0642,sofia642@mail.com,0979945032,Sofia,Vera,896,IS3,NO,NO,SI,NO,NO
P0643,ana643@mail.com,0985330257,Ana,Castro,900,CO1,NO,NO,NO,NO,NO
P0644,sofia644@mail.com,0988411792,Sofia,Torres,701,EN1,NO,NO,NO,NO,NO
P0645,juan645@mail.com,0999432395,Juan,Mendoza,915,AR1,NO,NO,SI,NO,NO
P0646,juan646@mail.com,0992767539,Juan,Gomez,969,EC1,NO,NO,NO,NO,NO
P0647,rosa647@mail.com,0977750077,Rosa,Zambrano,698,CO2,NO,NO,NO,NO,NO
P0648,sofia648@mail.com,0913563559,Sofia,Perez,897,EN1,NO,NO,SI,NO,NO
P0649,juan649@mail.com,0963101616,Juan,Cedeño,803,ME1,NO,NO,SI,NO,NO
P0650,ana650@mail.com,0984564495,Ana,Cedeño,698,AR1,SI,NO,NO,NO,NO
P0651,sofia651@mail.com,0956422683,Sofia,Gomez,914,EC1,SI,NO,NO,NO,SI
P0652,pedro652@mail.com,0991860527,Pedro,Castro,968,AR1,NO,SI,NO,SI,NO
P0653,maria653@mail.com,0951362778,Maria,Mendoza,900,AD2,NO,NO,NO,NO,NO
P0654,luis654@mail.com,0970024304,Luis,Lopez,992,IS1,NO,NO,NO,NO,NO
P0655,pedro655@mail.com,0985023847,Pedro,Mendoza,734,CO2,NO,NO,NO,NO,NO
P0656,juan656@mail.com,0983539677,Juan,Garcia,936,PS1,NO,NO,NO,NO,NO
P0657,miguel657@mail.com,0991733951,Miguel,Lopez,785,MA1,NO,SI,NO,NO,NO
P0658,sofia658@mail.com,0936648859,Sofia,Zambrano,677,AD1,NO,NO,NO,NO,NO
P0659,pedro659@mail.com,0997293059,Pedro,Gomez,853,AR1,NO,NO,NO,NO,NO
P0660,miguel660@mail.com,0930334137,Miguel,Zambrano,682,CO2,NO,NO,NO,NO,NO
P0661,luis661@mail.com,0965984969,Luis,Castro,857,IS2,NO,NO,NO,NO,NO
P0662,sofia662@mail.com,0994768540,Sofia,Lopez,948,DE1,NO,NO,NO,NO,NO
P0663,luis663@mail.com,0920546187,Luis,Castro,661,MA1,NO,NO,NO,NO,NO
P0664,carlos664@mail.com,0912049622,Carlos,Torres,730,IS3,NO,SI,NO,NO,NO
P0665,sofia665@mail.com,0917032192,Sofia,Garcia,848,IN1,NO,NO,NO,NO,NO
P0666,sofia666@mail.com,0937092118,Sofia,Lopez,920,AR1,NO,NO,NO,NO,NO
P0667,miguel667@mail.com,0915116508,Miguel,Mendoza,979,MA1,SI,NO,NO,NO,NO
P0668,maria668@mail.com,0922046486,Maria,Gomez,854,DE1,SI,NO,NO,NO,NO
P0669,carlos669@mail.com,0924602092,Carlos,Vera,866,EC1,NO,NO,NO,NO,NO
P0670,maria670@mail.com,0917367730,Maria,Vera,670,ME1,NO,NO,NO,NO,NO
P0671,lucia671@mail.com,0976168334,Lucia,Torres,980,IS3,NO,NO,NO,NO,NO
P0672,lucia672@mail.com,0958341486,Lucia,Perez,671,DE1,NO,SI,NO,NO,NO
P0673,sofia673@mail.com,0951935264,Sofia,Torres,782,IS2,NO,NO,NO,NO,NO
P0674,maria674@mail.com,0962923153,Maria,Torres,658,CO2,NO,NO,NO,NO,NO
P0675,pedro675@mail.com,0992801720,Pedro,Cedeño,841,AD2,NO,NO,NO,SI,NO
P0676,miguel676@mail.com,0960871590,Miguel,Garcia,734,DE1,NO,SI,NO,NO,SI
P0677,luis677@mail.com,0950165181,Luis,Castro,819,AD2,NO,NO,NO,NO,NO
P0678,sofia678@mail.com,0941033421,Sofia,Zambrano,718,EN1,NO,NO,NO,NO,NO
P0679,sofia679@mail.com,0947845150,Sofia,Perez,852,EC1,NO,NO,SI,NO,NO
P0680,luis680@mail.com,0940617598,Luis,Vera,749,IS1,NO,NO,NO,NO,NO
P0681,ana681@mail.com,0914383577,Ana,Perez,795,IS1,NO,NO,NO,NO,NO
P0682,carlos682@mail.com,0914666295,Carlos,Torres,819,CO1,SI,NO,NO,NO,NO
P0683,lucia683@mail.com,0966696456,Lucia,Garcia,877,MA1,SI,NO,NO,SI,NO
P0684,carlos684@mail.com,0957364349,Carlos,Garcia,992,IS3,SI,NO,NO,NO,NO
P0685,juan685@mail.com,0911272174,Juan,Zambrano,834,PS1,NO,NO,NO,NO,NO
P0686,miguel686@mail.com,0975934190,Miguel,Perez,898,EN1,NO,NO,NO,NO,NO
P0687,luis687@mail.com,0975904092,Luis,Zambrano,779,AD2,NO,SI,NO,NO,NO
P0688,maria688@mail.com,0910831638,Maria,Garcia,902,EN1,NO,NO,NO,NO,NO
P0689,sofia689@mail.com,0926116220,Sofia,Lopez,964,ME1,NO,NO,NO,NO,NO
P0690,sofia690@mail.com,0973339452,Sofia,Castro,878,AD2,NO,NO,NO,NO,NO
P0691,lucia691@mail.com,0994046056,Lucia,Vera,701,IS3,NO,NO,NO,NO,NO
P0692,miguel692@mail.com,0961801561,Miguel,Zambrano,815,AD2,SI,NO,SI,NO,NO
P0693,ana693@mail.com,0978861806,Ana,Zambrano,705,EN1,NO,NO,NO,NO,NO
P0694,lucia694@mail.com,0930726822,Lucia,Zambrano,876,EC1,NO,SI,NO,NO,NO
P0695,rosa695@mail.com,0967993832,Rosa,Castro,884,AR1,SI,NO,SI,NO,NO
P0696,ana696@mail.com,0996605791,Ana,Lopez,730,IS3,NO,NO,SI,NO,NO
P0697,sofia697@mail.com,0970258675,Sofia,Zambrano,658,AR1,NO,NO,NO,NO,NO
P0698,miguel698@mail.com,0914146221,Miguel,Gomez,688,EN1,NO,NO,NO,NO,NO
P0699,lucia699@mail.com,0940497153,Lucia,Lopez,933,AD2,NO,NO,SI,NO,NO
P0700,pedro700@mail.com,0997304396,Pedro,Gomez,772,EN1,NO,NO,NO,NO,NO
P0701,luis701@mail.com,0936092364,Luis,Garcia,833,AD1,NO,NO,NO,NO,NO
P0702,maria702@mail.com,0957288798,Maria,Garcia,951,IN1,NO,NO,NO,NO,NO
P0703,juan703@mail.com,0932041110,Juan,Mendoza,863,AR1,NO,NO,NO,NO,NO
P0704,maria704@mail.com,0998725583,Maria,Perez,682,IS1,NO,NO,SI,NO,NO
P0705,carlos705@mail.com,0948602754,Carlos,Garcia,988,ME1,NO,NO,NO,NO,SI
P0706,sofia706@mail.com,0975160346,Sofia,Castro,664,DE1,NO,NO,SI,NO,NO
P0707,lucia707@mail.com,0916785282,Lucia,Cedeño,997,CO2,NO,SI,NO,NO,NO
P0708,rosa708@mail.com,0953199207,Rosa,Lopez,907,CO2,SI,NO,NO,NO,NO
P0709,rosa709@mail.com,0964551593,Rosa,Cedeño,936,IS3,NO,NO,NO,NO,NO
P0710,luis710@mail.com,0910316656,Luis,Torres,996,IS2,NO,NO,NO,NO,NO
P0711,miguel711@mail.com,0949252404,Miguel,Vera,892,EC1,SI,SI,NO,NO,NO
P0712,juan712@mail.com,0919106108,Juan,Cedeño,709,IS2,NO,SI,NO,NO,NO
P0713,sofia713@mail.com,0969533394,Sofia,Zambrano,678,CO1,NO,NO,NO,SI,NO
P0714,lucia714@mail.com,0986302037,Lucia,Castro,900,AD1,NO,NO,SI,NO,NO
P0715,rosa715@mail.com,0916819397,Rosa,Vera,650,PS1,NO,NO,NO,NO,NO
P0716,ana716@mail.com,0928167772,Ana,Lopez,978,AD2,NO,NO,NO,NO,NO
P0717,lucia717@mail.com,0993688131,Lucia,Perez,757,IS2,NO,SI,NO,NO,NO
P0718,ana718@mail.com,0974905168,Ana,Lopez,997,MA1,NO,NO,NO,NO,NO
P0719,sofia719@mail.com,0918798457,Sofia,Perez,961,ME1,NO,NO,NO,SI,NO
P0720,carlos720@mail.com,0999896012,Carlos,Garcia,669,MA1,NO,SI,NO,NO,NO
P0721,miguel721@mail.com,0916522701,Miguel,Torres,985,IS1,NO,NO,NO,NO,NO
P0722,luis722@mail.com,0919920201,Luis,Vera,938,IS3,NO,NO,NO,NO,NO
P0723,miguel723@mail.com,0944720991,Miguel,Torres,892,AR1,NO,NO,NO,NO,NO
P0724,luis724@mail.com,0936501520,Luis,Perez,682,AR1,NO,NO,NO,NO,NO
P0725,lucia725@mail.com,0960476715,Lucia,Castro,678,IS3,NO,NO,SI,NO,NO
P0726,ana726@mail.com,0930606504,Ana,Zambrano,655,PS1,SI,NO,NO,NO,NO
P0727,ana727@mail.com,0937967214,Ana,Cedeño,907,MA1,NO,NO,NO,SI,NO
P0728,juan728@mail.com,0976283938,Juan,Castro,959,EC1,NO,SI,NO,NO,NO
P0729,carlos729@mail.com,0952579799,Carlos,Garcia,834,PS1,NO,NO,NO,NO,NO
P0730,maria730@mail.com,0972840576,Maria,Garcia,737,EN1,NO,NO,NO,NO,NO
P0731,pedro731@mail.com,0911011885,Pedro,Gomez,773,IS1,NO,NO,NO,NO,NO
P0732,sofia732@mail.com,0998241487,Sofia,Garcia,942,CO1,NO,SI,SI,NO,NO
P0733,maria733@mail.com,0938412763,Maria,Lopez,910,CO2,NO,NO,NO,NO,NO
P0734,miguel734@mail.com,0971400735,Miguel,Gomez,776,IS1,NO,NO,NO,NO,NO
P0735,lucia735@mail.com,0981449122,Lucia,Lopez,670,CO1,SI,SI,NO,NO,NO
P0736,sofia736@mail.com,0912088686,Sofia,Cedeño,785,CO2,NO,NO,NO,NO,NO
P0737,sofia737@mail.com,0962745708,Sofia,Lopez,751,DE1,NO,NO,NO,NO,NO
P0738,juan738@mail.com,0926691039,Juan,Cedeño,863,IS1,NO,NO,NO,NO,NO
P0739,lucia739@mail.com,0951671915,Lucia,Cedeño,687,AD2,NO,NO,NO,NO,NO
P0740,lucia740@mail.com,0978448532,Lucia,Vera,775,CO2,NO,SI,SI,NO,NO
P0741,carlos741@mail.com,0916242418,Carlos,Gomez,768,IS2,NO,NO,SI,NO,NO
P0742,juan742@mail.com,0980346408,Juan,Mendoza,748,AD2,NO,NO,NO,NO,SI
P0743,pedro743@mail.com,0951938131,Pedro,Perez,697,CO1,SI,NO,NO,NO,NO
P0744,pedro744@mail.com,0913169629,Pedro,Torres,786,MA1,NO,NO,NO,NO,NO
P0745,juan745@mail.com,0928985701,Juan,Castro,774,AD2,NO,NO,NO,NO,NO
P0746,pedro746@mail.com,0974685675,Pedro,Perez,728,PS1,NO,NO,SI,NO,NO
P0747,sofia747@mail.com,0960947927,Sofia,Cedeño,940,AD2,SI,SI,NO,NO,NO
P0748,juan748@mail.com,0960147577,Juan,Vera,925,DE1,NO,NO,NO,NO,NO
P0749,miguel749@mail.com,0971840829,Miguel,Gomez,934,MA1,NO,NO,NO,NO,NO
P0750,sofia750@mail.com,0911726247,Sofia,Vera,741,AD2,NO,NO,SI,NO,NO
P0751,pedro751@mail.com,0910307122,Pedro,Garcia,927,IN1,NO,NO,NO,NO,NO
P0752,pedro752@mail.com,0990826562,Pedro,Zambrano,726,PS1,NO,NO,NO,NO,NO
P0753,carlos753@mail.com,0934904827,Carlos,Perez,870,AD2,NO,SI,NO,NO,NO
P0754,carlos754@mail.com,0949960526,Carlos,Perez,857,ME1,NO,NO,NO,NO,NO
P0755,luis755@mail.com,0918350034,Luis,Zambrano,753,IS2,SI,NO,NO,NO,NO
P0756,carlos756@mail.com,0933136945,Carlos,Torres,876,ME1,NO,NO,NO,NO,NO
P0757,juan757@mail.com,0969018141,Juan,Zambrano,987,EC1,NO,NO,NO,NO,NO
P0758,luis758@mail.com,0939484293,Luis,Cedeño,869,EC1,SI,SI,NO,NO,NO
P0759,rosa759@mail.com,0917685048,Rosa,Lopez,729,EC1,NO,NO,NO,SI,NO
P0760,miguel760@mail.com,0952266976,Miguel,Cedeño,813,CO1,NO,SI,NO,NO,NO
P0761,lucia761@mail.com,0915233491,Lucia,Perez,974,EC1,NO,NO,NO,NO,NO
P0762,rosa762@mail.com,0926294544,Rosa,Zambrano,980,DE1,NO,NO,SI,NO,NO
P0763,lucia763@mail.com,0968575010,Lucia,Castro,762,AD2,NO,NO,NO,NO,NO
P0764,lucia764@mail.com,0917437429,Lucia,Gomez,672,CO2,NO,NO,SI,NO,NO
P0765,maria765@mail.com,0981796151,Maria,Garcia,792,AD1,NO,NO,NO,NO,NO
P0766,maria766@mail.com,0970713468,Maria,Mendoza,916,CO1,NO,NO,SI,NO,NO
P0767,juan767@mail.com,0979642505,Juan,Perez,838,AD2,NO,NO,NO,NO,NO
P0768,pedro768@mail.com,0912601142,Pedro,Garcia,651,DE1,NO,NO,NO,NO,NO
P0769,pedro769@mail.com,0929803815,Pedro,Perez,713,DE1,SI,NO,NO,NO,NO
P0770,juan770@mail.com,0931008204,Juan,Perez,725,AD1,SI,NO,NO,NO,NO
P0771,carlos771@mail.com,0922969994,Carlos,Vera,897,AD1,NO,NO,NO,NO,NO
P0772,juan772@mail.com,0997440742,Juan,Cedeño,966,DE1,NO,NO,NO,NO,NO
P0773,lucia773@mail.com,0988256973,Lucia,Gomez,928,DE1,NO,NO,NO,NO,NO
P0774,sofia774@mail.com,0979790576,Sofia,Cedeño,711,ME1,NO,NO,NO,NO,NO
P0775,juan775@mail.com,0981121952,Juan,Perez,652,ME1,NO,NO,NO,NO,NO
P0776,rosa776@mail.com,0968189923,Rosa,Mendoza,676,AD2,NO,NO,NO,NO,SI
P0777,luis777@mail.com,0981113574,Luis,Garcia,993,MA1,NO,NO,NO,NO,NO
P0778,luis778@mail.com,0936018412,Luis,Cedeño,916,DE1,SI,NO,NO,NO,NO
P0779,sofia779@mail.com,0921746401,Sofia,Mendoza,841,AR1,NO,SI,NO,NO,NO
P0780,juan780@mail.com,0922967593,Juan,Castro,789,IS2,NO,NO,NO,NO,NO
P0781,sofia781@mail.com,0979930212,Sofia,Zambrano,757,AD2,SI,NO,NO,NO,NO
P0782,sofia782@mail.com,0921819183,Sofia,Perez,778,IS3,NO,NO,NO,NO,NO
P0783,maria783@mail.com,0942521001,Maria,Lopez,918,AD2,NO,NO,NO,NO,NO
P0784,sofia784@mail.com,0918310566,Sofia,Gomez,787,EN1,NO,NO,NO,NO,NO
P0785,miguel785@mail.com,0990141530,Miguel,Gomez,772,IS2,NO,NO,NO,NO,NO
P0786,carlos786@mail.com,0937584179,Carlos,Perez,858,AD2,NO,NO,NO,NO,NO
P0787,miguel787@mail.com,0969387227,Miguel,Mendoza,891,AD2,NO,NO,NO,NO,NO
P0788,pedro788@mail.com,0919228608,Pedro,Gomez,992,PS1,NO,NO,NO,NO,NO
P0789,pedro789@mail.com,0975788806,Pedro,Mendoza,660,EC1,NO,NO,NO,NO,NO
P0790,sofia790@mail.com,0938063469,Sofia,Castro,654,MA1,NO,NO,NO,NO,NO
P0791,maria791@mail.com,0973850869,Maria,Cedeño,887,CO1,NO,NO,NO,NO,NO
P0792,sofia792@mail.com,0978064447,Sofia,Zambrano,669,IS3,NO,NO,NO,NO,NO
P0793,ana793@mail.com,0975255813,Ana,Cedeño,801,IS3,NO,NO,NO,NO,NO
P0794,miguel794@mail.com,0985308251,Miguel,Castro,889,EC1,NO,NO,NO,NO,NO
P0795,carlos795@mail.com,0967095271,Carlos,Cedeño,720,IS3,NO,NO,NO,NO,NO
P0796,luis796@mail.com,0910977762,Luis,Lopez,971,CO1,SI,NO,NO,NO,NO
P0797,maria797@mail.com,0939540654,Maria,Gomez,887,CO2,NO,NO,NO,NO,NO
P0798,miguel798@mail.com,0931903554,Miguel,Zambrano,770,EC1,NO,SI,NO,SI,NO
P0799,juan799@mail.com,0936063757,Juan,Lopez,784,IN1,NO,NO,NO,NO,NO
P0800,luis800@mail.com,0964819856,Luis,Gomez,861,AD2,SI,NO,NO,NO,NO
P0801,sofia801@mail.com,0940122840,Sofia,Cedeño,799,AR1,NO,NO,SI,NO,NO
P0802,juan802@mail.com,0912052686,Juan,Gomez,925,EN1,NO,NO,NO,NO,NO
P0803,luis803@mail.com,0954655434,Luis,Zambrano,743,ME1,NO,NO,NO,NO,NO
P0804,lucia804@mail.com,0918221674,Lucia,Vera,933,IN1,NO,NO,NO,NO,NO
P0805,ana805@mail.com,0945919299,Ana,Gomez,757,DE1,NO,SI,NO,NO,NO
P0806,rosa806@mail.com,0911295354,Rosa,Lopez,825,AD1,NO,NO,NO,NO,NO
P0807,pedro807@mail.com,0972982942,Pedro,Perez,990,IS2,NO,NO,NO,NO,NO
P0808,lucia808@mail.com,0920523603,Lucia,Cedeño,957,EC1,NO,NO,NO,NO,NO
P0809,pedro809@mail.com,0933285168,Pedro,Torres,795,IS1,NO,SI,NO,NO,NO
P0810,sofia810@mail.com,0993365308,Sofia,Lopez,892,DE1,NO,NO,NO,NO,NO
P0811,ana811@mail.com,0951575386,Ana,Mendoza,960,EN1,NO,NO,NO,NO,NO
P0812,miguel812@mail.com,0974646124,Miguel,Mendoza,707,CO1,NO,SI,NO,NO,NO
P0813,carlos813@mail.com,0981121791,Carlos,Cedeño,843,CO1,NO,NO,SI,NO,NO
P0814,ana814@mail.com,0917996874,Ana,Zambrano,798,EN1,SI,SI,NO,NO,NO
P0815,miguel815@mail.com,0931933585,Miguel,Cedeño,853,IN1,NO,NO,NO,NO,NO
P0816,rosa816@mail.com,0992385766,Rosa,Lopez,710,DE1,NO,NO,NO,NO,NO
P0817,maria817@mail.com,0988415306,Maria,Zambrano,876,MA1,NO,NO,NO,NO,NO
P0818,sofia818@mail.com,0958278966,Sofia,Perez,671,ME1,NO,NO,NO,NO,NO
P0819,miguel819@mail.com,0916011266,Miguel,Garcia,901,CO2,NO,NO,NO,NO,NO
P0820,ana820@mail.com,0958704665,Ana,Zambrano,735,IN1,NO,NO,NO,NO,NO
P0821,sofia821@mail.com,0929844500,Sofia,Garcia,926,EN1,NO,NO,NO,NO,NO
P0822,ana822@mail.com,0991326980,Ana,Perez,733,EN1,NO,NO,NO,SI,NO
P0823,pedro823@mail.com,0992888017,Pedro,Torres,946,IS2,NO,NO,NO,NO,NO
P0824,luis824@mail.com,0913953855,Luis,Zambrano,913,IN1,NO,NO,NO,NO,NO
P0825,luis825@mail.com,0947452394,Luis,Perez,712,DE1,NO,NO,NO,NO,NO
P0826,maria826@mail.com,0944204286,Maria,Gomez,788,IS3,NO,NO,NO,NO,NO
P0827,luis827@mail.com,0975241765,Luis,Torres,906,DE1,NO,NO,NO,NO,NO
P0828,ana828@mail.com,0945943706,Ana,Vera,661,EN1,NO,NO,NO,NO,NO
P0829,lucia829@mail.com,0963498984,Lucia,Mendoza,652,EC1,NO,NO,NO,SI,NO
P0830,carlos830@mail.com,0935720401,Carlos,Zambrano,785,IS3,NO,NO,NO,NO,NO
P0831,sofia831@mail.com,0991985960,Sofia,Lopez,701,ME1,NO,SI,NO,NO,NO
P0832,miguel832@mail.com,0948342440,Miguel,Castro,810,IS1,NO,NO,NO,NO,NO
P0833,lucia833@mail.com,0933878339,Lucia,Garcia,995,IN1,NO,NO,NO,NO,NO
P0834,lucia834@mail.com,0937821247,Lucia,Cedeño,757,IS3,NO,NO,SI,NO,NO
P0835,rosa835@mail.com,0917349892,Rosa,Perez,798,CO1,NO,NO,NO,NO,NO
P0836,pedro836@mail.com,0994530105,Pedro,Lopez,948,EC1,NO,NO,NO,NO,NO
P0837,juan837@mail.com,0948285345,Juan,Vera,969,IS1,NO,NO,NO,NO,NO
P0838,juan838@mail.com,0986681821,Juan,Castro,689,CO1,NO,NO,NO,NO,SI
P0839,maria839@mail.com,0932009456,Maria,Lopez,914,IS2,NO,NO,NO,NO,NO
P0840,pedro840@mail.com,0990971454,Pedro,Lopez,981,EN1,NO,NO,NO,SI,NO
P0841,luis841@mail.com,0932351121,Luis,Cedeño,812,AR1,NO,NO,NO,NO,NO
P0842,carlos842@mail.com,0926398665,Carlos,Lopez,924,DE1,NO,SI,NO,NO,NO
P0843,luis843@mail.com,0978310956,Luis,Vera,831,EC1,NO,SI,NO,NO,SI
P0844,lucia844@mail.com,0996286233,Lucia,Zambrano,911,AR1,NO,NO,NO,NO,NO
P0845,luis845@mail.com,0936540009,Luis,Mendoza,909,AD2,NO,NO,NO,NO,NO
P0846,luis846@mail.com,0959456261,Luis,Castro,872,ME1,NO,NO,NO,NO,NO
P0847,juan847@mail.com,0952270746,Juan,Zambrano,655,ME1,NO,NO,NO,NO,NO
